event_idx,kind,eval,elapsed_sec,b1,b2,ratio,fitness,successes,is_new_best,message,timestamp_utc
1,step,0,1.1895986972376704e-05,,,,,,False,numbers=20 max_curves_per_n=100 repeats_per_n=3 population_size=22 generations=14 mutation_prob=0.14 workers=56,2026-05-03T23:13:17.484177+00:00
2,evaluation,1,2.2465602720039897,457,10983,24.032822757111596,191911.43483018095,0,False,,2026-05-03T23:13:19.730730+00:00
3,evaluation,2,4.095278253982542,1333,8239,6.1807951987997,183935.83146425683,2,False,,2026-05-03T23:13:21.579448+00:00
4,evaluation,3,5.955104630993446,3525,16426,4.659858156028369,173560.68094176627,5,False,,2026-05-03T23:13:23.439274+00:00
5,evaluation,4,7.924157595989527,406,406,1.0,190942.01645731422,0,False,,2026-05-03T23:13:25.408328+00:00
6,evaluation,5,10.709706288005691,3969,396900,100.0,152945.21358850587,12,False,,2026-05-03T23:13:28.193876+00:00
7,evaluation,6,13.821438222978031,7988,233103,29.18164747120681,114733.4759392504,23,False,,2026-05-03T23:13:31.305622+00:00
8,evaluation,7,15.791326245991513,722,722,1.0,191006.43138252295,0,False,,2026-05-03T23:13:33.275496+00:00
9,evaluation,8,17.785246921994258,1664,5739,3.448918269230769,191094.65449693866,0,False,,2026-05-03T23:13:35.269416+00:00
10,evaluation,9,19.77194589699502,412,41200,100.0,191064.66730113607,0,False,,2026-05-03T23:13:37.256115+00:00
11,evaluation,10,24.290612808981678,19810,160232,8.088440181726401,104875.28910128887,27,False,,2026-05-03T23:13:41.774783+00:00
12,evaluation,11,26.276904269005172,211,217,1.028436018957346,191118.62570584344,0,False,,2026-05-03T23:13:43.761074+00:00
13,evaluation,12,28.697145391983213,9679,9679,1.0,182304.03972520278,3,False,,2026-05-03T23:13:46.181315+00:00
14,evaluation,13,30.658747306006262,6023,6023,1.0,180747.32051709414,3,False,,2026-05-03T23:13:48.142917+00:00
15,evaluation,14,33.98943987398525,5897,558041,94.63133796845854,140041.5136782468,16,False,,2026-05-03T23:13:51.473624+00:00
16,evaluation,15,36.60026659897994,5366,197984,36.896011926947445,145368.2950592146,14,False,,2026-05-03T23:13:54.084437+00:00
17,evaluation,16,39.085573058982845,6687,107256,16.03947958725886,151484.08127791501,12,False,,2026-05-03T23:13:56.569744+00:00
18,evaluation,17,44.31071551100467,23703,189615,7.999620301227693,103109.86689382447,28,False,,2026-05-03T23:14:01.794885+00:00
19,evaluation,18,47.6798045449832,13741,47115,3.4287897532930645,146985.4513891117,14,False,,2026-05-03T23:14:05.163974+00:00
20,evaluation,19,49.5887484169798,464,46400,100.0,183930.24224008687,2,False,,2026-05-03T23:14:07.072917+00:00
21,evaluation,20,53.10606811600155,9046,442677,48.93621490161397,99445.54930593955,28,False,,2026-05-03T23:14:10.590237+00:00
22,evaluation,21,55.078712983988225,331,3055,9.229607250755286,191026.57854326148,0,False,,2026-05-03T23:14:12.562884+00:00
23,evaluation,22,60.09722811297979,27306,27306,1.0,131225.05000927582,20,False,,2026-05-03T23:14:17.581397+00:00
24,new_best,20,60.101241547992686,9046,442677,48.93621490161397,99445.54930593955,,True,,2026-05-03T23:14:17.585406+00:00
25,step,22,60.104035030002706,,,,,,False,init_best fitness=99445.54930593955,2026-05-03T23:14:17.588200+00:00
26,evaluation,23,64.4642735979869,18876,161491,8.555361305361306,86547.36252179855,32,False,,2026-05-03T23:14:21.948443+00:00
27,evaluation,24,66.4813762329868,6898,6898,1.0,187928.1074884813,1,False,,2026-05-03T23:14:23.965546+00:00
28,evaluation,25,68.37637792699388,2160,2160,1.0,187337.15208567874,1,False,,2026-05-03T23:14:25.860547+00:00
29,evaluation,26,73.25832854097825,26305,26305,1.0,141498.15313638866,17,False,,2026-05-03T23:14:30.742498+00:00
30,evaluation,27,76.2916552599927,5707,389167,68.19116874014368,108239.73649379391,25,False,,2026-05-03T23:14:33.775825+00:00
31,evaluation,28,80.28015387099003,13854,287633,20.76172946441461,103889.5977099203,27,False,,2026-05-03T23:14:37.764323+00:00
32,evaluation,29,83.22823003400117,7650,201556,26.34718954248366,125333.7635271971,20,False,,2026-05-03T23:14:40.712399+00:00
33,evaluation,30,85.15958595098346,2732,42395,15.517935578330894,187573.47564084048,1,False,,2026-05-03T23:14:42.643756+00:00
34,evaluation,31,88.43020583098405,7250,332133,45.81144827586207,111550.28269917976,24,False,,2026-05-03T23:14:45.914376+00:00
35,evaluation,32,91.16208414698485,5246,250305,47.71349599695006,159149.1045486417,10,False,,2026-05-03T23:14:48.646254+00:00
36,evaluation,33,94.71936787699815,7946,474857,59.760508431915426,105138.91958563008,26,False,,2026-05-03T23:14:52.203537+00:00
37,evaluation,34,99.14185310900211,19810,160232,8.088440181726401,90178.60514300974,31,False,,2026-05-03T23:14:56.626023+00:00
38,evaluation,35,103.92617964500096,20777,167559,8.064638783269961,105341.46391364651,27,False,,2026-05-03T23:15:01.410349+00:00
39,evaluation,36,105.88410560399643,513,51300,100.0,187674.34090694957,1,False,,2026-05-03T23:15:03.368276+00:00
40,evaluation,37,109.38172640799894,9046,442677,48.93621490161397,105777.35481198005,26,False,,2026-05-03T23:15:06.865897+00:00
41,evaluation,38,111.23128224798711,1284,30287,23.588006230529594,180434.48274773915,3,False,,2026-05-03T23:15:08.715451+00:00
42,evaluation,39,114.97080687398557,18766,18766,1.0,176433.1981303952,6,False,,2026-05-03T23:15:12.454977+00:00
43,evaluation,40,118.77586118498584,12953,277944,21.457886203968194,78742.70718089712,34,False,,2026-05-03T23:15:16.260031+00:00
44,evaluation,41,122.70561276600347,15242,167182,10.968508069807111,106732.03239727262,26,False,,2026-05-03T23:15:20.189783+00:00
45,evaluation,42,124.75229938799748,4332,67398,15.558171745152354,136446.78732618882,16,False,,2026-05-03T23:15:22.236469+00:00
46,evaluation,43,127.81667921500048,9805,126309,12.882100968893422,146354.91830766146,14,False,,2026-05-03T23:15:25.300849+00:00
47,new_best,40,127.8167846709839,12953,277944,21.457886203968194,78742.70718089712,,True,,2026-05-03T23:15:25.300949+00:00
48,step,43,127.82018100598361,,,,,,False,generation=1/14 best_fitness=78742.70718089712,2026-05-03T23:15:25.304346+00:00
49,evaluation,44,131.70104836000246,13246,281125,21.223388192661936,96417.34255633435,29,False,,2026-05-03T23:15:29.185218+00:00
50,evaluation,45,135.89949131497997,16927,191519,11.314408932474745,97848.09746524281,29,False,,2026-05-03T23:15:33.383661+00:00
51,evaluation,46,140.91960174398264,19890,354673,17.83172448466566,70650.64688592877,37,False,,2026-05-03T23:15:38.403772+00:00
52,evaluation,47,144.48451586300507,11486,324833,28.280776597597075,85733.13601634117,32,False,,2026-05-03T23:15:41.968686+00:00
53,evaluation,48,147.5173063229886,5821,372278,63.95430338429823,132130.88113036822,18,False,,2026-05-03T23:15:45.001476+00:00
54,evaluation,49,151.52530912298243,14009,251102,17.924334356485115,104170.71162484704,27,False,,2026-05-03T23:15:49.009479+00:00
55,evaluation,50,155.60619960399345,15768,206662,13.106418061897514,82334.79615589276,33,False,,2026-05-03T23:15:53.090369+00:00
56,evaluation,51,159.24642178000067,9968,401278,40.25662118780096,96036.84357169512,29,False,,2026-05-03T23:15:56.730598+00:00
57,evaluation,52,162.46762300099363,9519,208137,21.865427040655533,119428.65731483464,22,False,,2026-05-03T23:15:59.951792+00:00
58,evaluation,53,166.3443184029893,18734,163768,8.741752962528023,66031.35297690443,38,False,,2026-05-03T23:16:03.828488+00:00
59,evaluation,54,170.06736792100128,9031,476376,52.74897575019378,74710.23362809909,35,False,,2026-05-03T23:16:07.551537+00:00
60,evaluation,55,173.07255979799083,8107,208825,25.758603675835698,118236.14309050493,22,False,,2026-05-03T23:16:10.556729+00:00
61,evaluation,56,176.84431516798213,12334,293269,23.777282309064375,102806.97268406783,27,False,,2026-05-03T23:16:14.328485+00:00
62,evaluation,57,181.29574989600223,20777,167559,8.064638783269961,74667.22171502402,36,False,,2026-05-03T23:16:18.779919+00:00
63,evaluation,58,185.0576334070065,10718,343349,32.03480126889345,75522.49173009807,35,False,,2026-05-03T23:16:22.541803+00:00
64,evaluation,59,188.61666979000438,7946,474857,59.760508431915426,98657.42997116955,28,False,,2026-05-03T23:16:26.100840+00:00
65,evaluation,60,192.6788539259869,14547,265572,18.256135285625902,92849.95294394749,30,False,,2026-05-03T23:16:30.163024+00:00
66,evaluation,61,197.11455362700508,19810,160232,8.088440181726401,65252.599965104804,38,False,,2026-05-03T23:16:34.598724+00:00
67,evaluation,62,200.9142403129954,12808,281391,21.969940662086195,86150.47709564291,32,False,,2026-05-03T23:16:38.398410+00:00
68,evaluation,63,204.2815894149826,8023,390406,48.66085005608875,105188.40679295905,26,False,,2026-05-03T23:16:41.765760+00:00
69,evaluation,64,207.8311609379889,11814,214133,18.125359742678178,115765.98151048647,23,False,,2026-05-03T23:16:45.315330+00:00
70,new_best,61,207.835185361997,19810,160232,8.088440181726401,65252.599965104804,,True,,2026-05-03T23:16:45.319350+00:00
71,step,64,207.8386346460029,,,,,,False,generation=2/14 best_fitness=65252.599965104804,2026-05-03T23:16:45.322801+00:00
72,evaluation,65,211.72408427399932,11437,316749,27.695112354638454,93051.17233677166,30,False,,2026-05-03T23:16:49.208253+00:00
73,evaluation,66,215.32576159498421,8230,458042,55.65516403402187,108965.20544891439,25,False,,2026-05-03T23:16:52.809931+00:00
74,evaluation,67,218.8391850600019,8833,356590,40.370202649156575,130522.07601519846,19,False,,2026-05-03T23:16:56.323354+00:00
75,evaluation,68,223.35730642898125,18218,337315,18.515479196399166,36743.41555725009,46,False,,2026-05-03T23:17:00.841476+00:00
76,evaluation,69,227.42575990100158,16348,198499,12.142096892586249,103207.42199765657,27,False,,2026-05-03T23:17:04.909929+00:00
77,evaluation,70,231.59169188700616,17275,185840,10.757742402315484,93166.22819386015,30,False,,2026-05-03T23:17:09.075862+00:00
78,evaluation,71,235.53585031398688,14542,234681,16.138151560995738,86181.43412065654,32,False,,2026-05-03T23:17:13.020020+00:00
79,evaluation,72,239.94536479999078,18734,163768,8.741752962528023,78906.41690727635,34,False,,2026-05-03T23:17:17.429535+00:00
80,evaluation,73,244.61017729598098,18061,335647,18.584076186257683,66996.15195302585,38,False,,2026-05-03T23:17:22.094347+00:00
