metric,value
best_eval,190
best_eval_fraction,0.8636363636363636
eval_per_sec,0.27602164997773626
evaluation_count,220
improvement_percent,84.9503601827815
max_plateau_evals,87
median_plateau_evals,30.0
new_best_count,6
new_best_rate,0.02727272727272727
p90_plateau_evals,63.600000000000016
time_to_best_sec,663.5191875719465
time_to_first_improvement_sec,4.995580058952328
total_runtime_sec,797.0394184229663
flag_b1_hits_boundary,False
flag_b2_hits_boundary,False
flag_best_b1_on_boundary,False
flag_best_b2_on_boundary,True
flag_best_ratio_on_boundary,False
flag_late_best,False
flag_low_improvement,False
flag_low_signal,True
flag_plateau_too_long,False
flag_ratio_hits_boundary,True
