metric,value
best_eval,29
best_eval_fraction,0.7631578947368421
eval_per_sec,0.2982083207978298
evaluation_count,38
improvement_percent,73.38039862048686
max_plateau_evals,14
median_plateau_evals,5.0
new_best_count,5
new_best_rate,0.13157894736842105
p90_plateau_evals,11.5
time_to_best_sec,89.3134740270907
time_to_first_improvement_sec,2.3471393790096045
total_runtime_sec,127.4278157640947
flag_b1_hits_boundary,False
flag_b2_hits_boundary,False
flag_best_b1_on_boundary,False
flag_best_b2_on_boundary,False
flag_best_ratio_on_boundary,False
flag_late_best,False
flag_low_improvement,False
flag_low_signal,False
flag_plateau_too_long,False
flag_ratio_hits_boundary,True
