event_idx,kind,eval,elapsed_sec,b1,b2,ratio,fitness,is_new_best,message,timestamp_utc
1,step,0,9.921030141413212e-06,,,,,False,numbers=20 curves_per_n=12 population_size=22 generations=14 mutation_prob=0.14 workers=12,2026-04-09T11:23:26.009595+00:00
2,evaluation,1,0.24198110203724355,2759,8362,3.030808263863719,0.8521631633921061,False,,2026-04-09T11:23:26.251575+00:00
3,evaluation,2,0.5111365530174226,5196,5196,1.0,1.0189693447900936,False,,2026-04-09T11:23:26.520729+00:00
4,evaluation,3,1.0855171339935623,18169,123210,6.78133083824096,2.5530250258452725,False,,2026-04-09T11:23:27.095115+00:00
5,evaluation,4,1.376727387018036,4657,25614,5.500107365256603,1.0970336043974385,False,,2026-04-09T11:23:27.386320+00:00
6,evaluation,5,1.643091895035468,2201,52824,24.0,0.9904203781916294,False,,2026-04-09T11:23:27.652684+00:00
7,evaluation,6,1.9093936230055988,2468,17949,7.272690437601296,0.9440803366305772,False,,2026-04-09T11:23:27.918987+00:00
8,evaluation,7,2.1617527620401233,3606,5523,1.5316139767054908,0.9185853858944029,False,,2026-04-09T11:23:28.171346+00:00
9,evaluation,8,2.510096913028974,5817,139608,24.0,1.4148301380046178,False,,2026-04-09T11:23:28.519690+00:00
10,evaluation,9,2.9338346170261502,13224,13224,1.0,1.7831927925290074,False,,2026-04-09T11:23:28.943428+00:00
11,evaluation,10,3.452377088018693,19312,19312,1.0,2.2818345814594068,False,,2026-04-09T11:23:29.461969+00:00
12,evaluation,11,4.306088946003001,36779,36779,1.0,3.9865599820623174,False,,2026-04-09T11:23:30.315682+00:00
13,evaluation,12,4.576419542019721,2852,68448,24.0,1.0394097734533716,False,,2026-04-09T11:23:30.586012+00:00
14,evaluation,13,4.880573531030677,3911,93864,24.0,1.1957814083434641,False,,2026-04-09T11:23:30.890167+00:00
15,evaluation,14,5.289431203040294,7163,171912,24.0,1.686103633750463,False,,2026-04-09T11:23:31.299024+00:00
16,evaluation,15,5.562727059004828,3233,37920,11.729044231364059,1.0427375695144292,False,,2026-04-09T11:23:31.572325+00:00
17,evaluation,16,5.8560020760050975,3077,73848,24.0,1.1291621873388067,False,,2026-04-09T11:23:31.865595+00:00
18,evaluation,17,6.176970579021145,7345,7345,1.0,1.2874799229903147,False,,2026-04-09T11:23:32.186563+00:00
19,evaluation,18,6.408326628035866,2324,5885,2.5322719449225475,0.8175182412960567,False,,2026-04-09T11:23:32.417919+00:00
20,evaluation,19,7.45788405003259,44853,168884,3.765277684881725,4.983749526989413,False,,2026-04-09T11:23:33.467477+00:00
21,evaluation,20,8.550262631033547,42174,566589,13.434556835965287,4.978615408815676,False,,2026-04-09T11:23:34.559855+00:00
22,evaluation,21,8.812306450039614,3385,11945,3.528803545051699,0.9699757708585821,False,,2026-04-09T11:23:34.821900+00:00
23,evaluation,22,9.215181734005455,11474,20243,1.7642496078089593,1.6978480725665577,False,,2026-04-09T11:23:35.224775+00:00
24,new_best,18,9.215289851010311,2324,5885,2.5322719449225475,0.8175182412960567,True,,2026-04-09T11:23:35.224875+00:00
25,step,22,9.21536890103016,,,,,False,init_best fitness=0.8175182412960567,2026-04-09T11:23:35.224954+00:00
26,evaluation,23,9.500121390039567,5096,5096,1.0,1.0990078089816961,False,,2026-04-09T11:23:35.509714+00:00
27,evaluation,24,9.7400596330408,2678,7866,2.9372666168782673,0.8671600195229985,False,,2026-04-09T11:23:35.749653+00:00
28,evaluation,25,10.003069330006838,4529,5240,1.1569882976374475,0.9889044346928131,False,,2026-04-09T11:23:36.012662+00:00
29,evaluation,26,10.267529616015963,3361,14250,4.2398095804819995,0.9775003198592458,False,,2026-04-09T11:23:36.277122+00:00
30,evaluation,27,10.520796998986043,2005,9624,4.8,0.9285473989148159,False,,2026-04-09T11:23:36.530391+00:00
31,evaluation,28,10.76576532801846,2759,8362,3.030808263863719,0.8886391579580959,False,,2026-04-09T11:23:36.775358+00:00
32,evaluation,29,11.0331617090269,2327,55848,24.0,1.0137041662528645,False,,2026-04-09T11:23:37.042754+00:00
33,evaluation,30,11.265896612021606,2324,5885,2.5322719449225475,0.8405664660676848,False,,2026-04-09T11:23:37.275490+00:00
34,evaluation,31,11.543239819002338,2258,46530,20.606731620903453,1.026278395933332,False,,2026-04-09T11:23:37.552833+00:00
35,evaluation,32,11.85299035103526,4094,98256,24.0,1.2393426645430736,False,,2026-04-09T11:23:37.862583+00:00
36,evaluation,33,12.091353124007583,2442,6513,2.667076167076167,0.8374681128480006,False,,2026-04-09T11:23:38.100946+00:00
37,evaluation,34,12.328744247031864,2601,7275,2.7970011534025376,0.8530721809656825,False,,2026-04-09T11:23:38.338338+00:00
38,evaluation,35,12.662165515997913,5036,107696,21.385226370135026,1.3353960695385467,False,,2026-04-09T11:23:38.671758+00:00
39,evaluation,36,12.904748518019915,2441,6455,2.644408029496108,0.8595849479024764,False,,2026-04-09T11:23:38.914341+00:00
40,evaluation,37,13.144319935992826,2359,7805,3.308605341246291,0.8486469834169839,False,,2026-04-09T11:23:39.153912+00:00
41,evaluation,38,13.37950365600409,2519,5798,2.3017070265978563,0.8335905123094562,False,,2026-04-09T11:23:39.389097+00:00
42,evaluation,39,13.70992162800394,6796,20798,3.0603296056503826,1.313675350160338,False,,2026-04-09T11:23:39.719514+00:00
43,evaluation,40,13.977507129020523,2201,52824,24.0,0.9970579002401792,False,,2026-04-09T11:23:39.987101+00:00
44,evaluation,41,14.357427201990504,11271,11271,1.0,1.5690878658206202,False,,2026-04-09T11:23:40.367026+00:00
45,evaluation,42,14.648760844022036,4318,34946,8.093098656785548,1.108577096456429,False,,2026-04-09T11:23:40.658354+00:00
46,evaluation,43,14.954929583997,3239,77736,24.0,1.17859354938264,False,,2026-04-09T11:23:40.964522+00:00
47,step,43,14.95504367101239,,,,,False,generation=1/14 best_fitness=0.8175182412960567,2026-04-09T11:23:40.964629+00:00
48,evaluation,44,15.209954149031546,2356,7589,3.2211375212224107,0.9143307238118723,False,,2026-04-09T11:23:41.219547+00:00
49,evaluation,45,15.450093950028531,2540,7022,2.764566929133858,0.8754309762152843,False,,2026-04-09T11:23:41.459687+00:00
50,evaluation,46,15.695463402022142,2324,5885,2.5322719449225475,0.8708999853988644,False,,2026-04-09T11:23:41.705056+00:00
51,evaluation,47,15.946608036989346,2391,6238,2.6089502300292766,0.9346341486962046,False,,2026-04-09T11:23:41.956202+00:00
52,evaluation,48,16.188333722006064,2554,7032,2.7533281127642915,0.8544818880036473,False,,2026-04-09T11:23:42.197927+00:00
53,evaluation,49,16.421576258027926,2341,6756,2.885946176847501,0.8349845423945226,False,,2026-04-09T11:23:42.431169+00:00
54,evaluation,50,16.65761036600452,2485,5813,2.339235412474849,0.8509053495654371,False,,2026-04-09T11:23:42.667204+00:00
