event_idx,kind,eval,elapsed_sec,b1,b2,ratio,fitness,is_new_best,message,timestamp_utc
1,step,0,1.0364979971200228e-05,,,,,False,numbers=20 curves_per_n=12 population_size=22 generations=14 mutation_prob=0.14 workers=12,2026-04-09T10:49:13.547254+00:00
2,evaluation,1,0.5302088679745793,10672,256128,24.0,2.2862196007044986,False,,2026-04-09T10:49:14.077461+00:00
3,evaluation,2,0.8278798909741454,3219,77256,24.0,1.148375567921903,False,,2026-04-09T10:49:14.375130+00:00
4,evaluation,3,1.6678366269916296,28242,592733,20.98764251823525,3.9335815615486354,False,,2026-04-09T10:49:15.215108+00:00
5,evaluation,4,2.2700429310207255,16078,385872,24.0,2.6941027632565238,False,,2026-04-09T10:49:15.817293+00:00
6,evaluation,5,2.6275712639908306,5040,120960,24.0,1.4639506025705487,False,,2026-04-09T10:49:16.174821+00:00
7,evaluation,6,3.075481679989025,8310,199440,24.0,1.932365186366951,False,,2026-04-09T10:49:16.622734+00:00
8,evaluation,7,3.4061566300224513,8468,8468,1.0,1.3280503675923683,False,,2026-04-09T10:49:16.953407+00:00
9,evaluation,8,3.6424483269802295,2211,3874,1.7521483491632746,0.8506619506806601,False,,2026-04-09T10:49:17.189698+00:00
10,evaluation,9,3.901963108975906,2921,30209,10.342006162273194,0.9791601943434216,False,,2026-04-09T10:49:17.449213+00:00
11,evaluation,10,4.376355656015221,10213,245112,24.0,2.0229921591526363,False,,2026-04-09T10:49:17.923607+00:00
12,evaluation,11,4.655729834979866,2703,46723,17.285608583055865,1.0655922462465242,False,,2026-04-09T10:49:18.202981+00:00
13,evaluation,12,5.1209449649904855,16270,16270,1.0,1.9968779077462386,False,,2026-04-09T10:49:18.668197+00:00
14,evaluation,13,5.593036410980858,10178,244272,24.0,2.0408689740870614,False,,2026-04-09T10:49:19.140288+00:00
15,evaluation,14,5.9989222009899095,11866,18712,1.5769425248609472,1.7253477545455098,False,,2026-04-09T10:49:19.546174+00:00
16,evaluation,15,6.269652582006529,3866,27425,7.093895499224004,1.036308679904323,False,,2026-04-09T10:49:19.816904+00:00
17,evaluation,16,6.574837853026111,3378,81072,24.0,1.193935528601287,False,,2026-04-09T10:49:20.122091+00:00
18,evaluation,17,6.905283455969766,5311,70267,13.230465072491056,1.3351643672212958,False,,2026-04-09T10:49:20.452534+00:00
19,evaluation,18,7.554157137987204,22016,156036,7.087390988372093,2.9242863027902786,False,,2026-04-09T10:49:21.101409+00:00
20,evaluation,19,8.110408068983816,20518,20518,1.0,2.477974316920154,False,,2026-04-09T10:49:21.657659+00:00
21,evaluation,20,8.352026831009425,2607,6553,2.5136171845032607,0.8829464428708889,False,,2026-04-09T10:49:21.899278+00:00
22,evaluation,21,9.051954959984869,25493,113247,4.442278272466952,3.0410701852757485,False,,2026-04-09T10:49:20.303845+00:00
23,evaluation,22,9.331574245996308,4786,12761,2.666318428750522,1.0626083458191715,False,,2026-04-09T10:49:20.583463+00:00
24,new_best,8,9.33168351300992,2211,3874,1.7521483491632746,0.8506619506806601,True,,2026-04-09T10:49:20.583565+00:00
25,step,22,9.331762899993919,,,,,False,init_best fitness=0.8506619506806601,2026-04-09T10:49:20.583644+00:00
26,evaluation,23,9.676392257970292,5663,88990,15.714285714285714,1.3817493999085855,False,,2026-04-09T10:49:20.928281+00:00
27,evaluation,24,9.916092555969954,2327,4559,1.9591749033089816,0.8625693233625498,False,,2026-04-09T10:49:21.167982+00:00
28,evaluation,25,10.213027867022902,4470,26120,5.843400447427293,1.161928010522388,False,,2026-04-09T10:49:21.464917+00:00
29,evaluation,26,10.519285037997179,3502,72797,20.78726442033124,1.1288730945525458,False,,2026-04-09T10:49:21.771174+00:00
30,evaluation,27,10.748660302022472,2437,5285,2.168649979482971,0.8010457310301717,False,,2026-04-09T10:49:22.000550+00:00
