event_idx,kind,eval,elapsed_sec,b1,b2,ratio,fitness,successes,is_new_best,message,timestamp_utc
1,step,0,8.477945812046528e-06,,,,,,False,numbers=20 max_curves_per_n=100 repeats_per_n=3 population_size=22 generations=14 mutation_prob=0.14 workers=56,2026-04-29T14:09:03.511344+00:00
2,evaluation,1,1.413498820969835,457,10983,24.032822757111596,18.244201720331663,0,False,,2026-04-29T14:09:04.924838+00:00
3,evaluation,2,2.9436515839770436,1333,8239,6.1807951987997,18.272613336052753,0,False,,2026-04-29T14:09:06.454991+00:00
4,evaluation,3,5.01151990192011,3525,16426,4.659858156028369,16.3652569268862,3,False,,2026-04-29T14:09:08.522859+00:00
5,evaluation,4,6.138354143942706,406,406,1.0,18.17633078096832,0,False,,2026-04-29T14:09:09.649694+00:00
6,evaluation,5,9.71091676398646,3969,396900,100.0,14.745055510571376,6,False,,2026-04-29T14:09:13.222256+00:00
7,evaluation,6,13.554789103916846,7988,233103,29.18164747120681,5.736745224202593,25,False,,2026-04-29T14:09:17.066128+00:00
8,evaluation,7,14.757757519953884,722,722,1.0,18.194999893951433,0,False,,2026-04-29T14:09:18.269097+00:00
9,evaluation,8,16.294535919907503,1664,5739,3.448918269230769,16.26492061694329,3,False,,2026-04-29T14:09:19.805875+00:00
10,evaluation,9,17.925221299985424,412,41200,100.0,18.29604954118809,0,False,,2026-04-29T14:09:21.436561+00:00
11,evaluation,10,23.459275029948913,19810,160232,8.088440181726401,4.355423397274842,30,False,,2026-04-29T14:09:26.970615+00:00
12,evaluation,11,24.548538894974627,211,217,1.028436018957346,18.165736454031375,0,False,,2026-04-29T14:09:28.059878+00:00
13,evaluation,12,27.649829275906086,9679,9679,1.0,15.288612449237569,5,False,,2026-04-29T14:09:31.161168+00:00
14,evaluation,13,29.975780406966805,6023,6023,1.0,16.430790851898372,3,False,,2026-04-29T14:09:33.487119+00:00
15,evaluation,14,33.96284972992726,5897,558041,94.63133796845854,6.830227344718235,22,False,,2026-04-29T14:09:37.474189+00:00
16,evaluation,15,37.24826990393922,5366,197984,36.896011926947445,11.316710159891073,12,False,,2026-04-29T14:09:40.759610+00:00
17,evaluation,16,40.30091370688751,6687,107256,16.03947958725886,7.9437908044739425,19,False,,2026-04-29T14:09:43.812253+00:00
18,evaluation,17,46.57006655691657,23703,189615,7.999620301227693,3.6486581091758374,33,False,,2026-04-29T14:09:50.081416+00:00
19,evaluation,18,50.97959020396229,13741,47115,3.4287897532930645,9.460762457243176,16,False,,2026-04-29T14:09:54.490929+00:00
20,evaluation,19,52.797444109921344,464,46400,100.0,18.334460173584716,0,False,,2026-04-29T14:09:56.308784+00:00
21,evaluation,20,57.11781747895293,9046,442677,48.93621490161397,5.776923216120786,25,False,,2026-04-29T14:10:00.629157+00:00
22,evaluation,21,58.36580177396536,331,3055,9.229607250755286,18.207619052559693,0,False,,2026-04-29T14:10:01.877142+00:00
23,evaluation,22,64.81367025489453,27306,27306,1.0,9.694185080838267,16,False,,2026-04-29T14:10:08.325010+00:00
24,new_best,17,64.81775996892247,23703,189615,7.999620301227693,3.6486581091758374,,True,,2026-04-29T14:10:08.329095+00:00
25,step,22,64.82081043091603,,,,,,False,init_best fitness=3.6486581091758374,2026-04-29T14:10:08.332157+00:00
26,evaluation,23,70.17651969194412,18876,161491,8.555361305361306,4.352494640094987,30,False,,2026-04-29T14:10:13.687859+00:00
27,evaluation,24,72.69151385896839,6898,6898,1.0,16.46333612073739,3,False,,2026-04-29T14:10:16.202854+00:00
28,evaluation,25,74.9223045669496,5462,5462,1.0,17.069464187476267,2,False,,2026-04-29T14:10:18.433644+00:00
29,evaluation,26,82.22294375591446,26305,26305,1.0,13.339738898806871,9,False,,2026-04-29T14:10:25.734283+00:00
30,evaluation,27,86.04045789595693,5707,389167,68.19116874014368,9.864437904136008,15,False,,2026-04-29T14:10:29.551797+00:00
31,evaluation,28,90.78710064094048,13854,287633,20.76172946441461,4.840272331967487,28,False,,2026-04-29T14:10:34.298441+00:00
32,evaluation,29,94.29568414692767,7650,201556,26.34718954248366,6.361021744205929,23,False,,2026-04-29T14:10:37.807024+00:00
33,evaluation,30,95.93882217200007,2029,5383,2.6530310497782157,18.297455502108537,0,False,,2026-04-29T14:10:39.450162+00:00
34,evaluation,31,99.9956801988883,7250,332133,45.81144827586207,7.661471869588399,20,False,,2026-04-29T14:10:43.507020+00:00
